Gene stable ID,UniProtKB/Swiss-Prot ID
ENSMUSG00000030748,P16382
ENSMUSG00000028024,P16406
ENSMUSG00000076441,P16460
ENSMUSG00000057738,P16546
ENSMUSG00000017760,P16675
ENSMUSG00000057666,P16858
ENSMUSG00000027104,P16951
ENSMUSG00000079509,P17012
ENSMUSG00000046711,P17095
ENSMUSG00000078249,P17095
ENSMUSG00000059970,P17156
ENSMUSG00000063524,P17182
ENSMUSG00000059040,P17182
ENSMUSG00000060279,P17426
ENSMUSG00000002957,P17427
ENSMUSG00000028048,P17439
ENSMUSG00000034855,P17515
ENSMUSG00000068874,P17563
ENSMUSG00000017778,P17665
ENSMUSG00000037012,P17710
ENSMUSG00000071866,P17742
ENSMUSG00000023456,P17751
ENSMUSG00000028645,P17809
ENSMUSG00000090877,P17879
ENSMUSG00000025091,P17892
ENSMUSG00000069515,P17897
ENSMUSG00000027342,P17918
ENSMUSG00000027303,P18052
ENSMUSG00000024619,P18111
ENSMUSG00000005667,P18155
ENSMUSG00000015355,P18181
ENSMUSG00000007891,P18242
ENSMUSG00000016998,P18419
ENSMUSG00000076672,P18531
ENSMUSG00000023175,P18572
ENSMUSG00000003644,P18653
ENSMUSG00000031309,P18654
ENSMUSG00000056201,P18760
ENSMUSG00000034055,P18826
ENSMUSG00000020592,P18828
ENSMUSG00000031748,P18872
ENSMUSG00000020911,P19001
ENSMUSG00000025153,P19096
ENSMUSG00000032796,P19137
ENSMUSG00000060803,P19157
ENSMUSG00000097830,P19157
ENSMUSG00000001627,P19182
ENSMUSG00000027249,P19221
ENSMUSG00000074129,P19253
ENSMUSG00000070436,P19324
ENSMUSG00000024369,P19426
ENSMUSG00000024673,P19437
ENSMUSG00000022824,P19467
ENSMUSG00000004038,P19639
ENSMUSG00000031818,P19783
ENSMUSG00000026864,P20029
ENSMUSG00000021665,P20060
ENSMUSG00000024997,P20108
ENSMUSG00000026728,P20152
ENSMUSG00000015222,P20357
ENSMUSG00000058715,P20491
ENSMUSG00000025395,P20664
ENSMUSG00000019966,P20826
ENSMUSG00000059481,P20918
ENSMUSG00000027940,P21107
ENSMUSG00000015290,P21126
ENSMUSG00000034781,P21278
ENSMUSG00000024639,P21279
ENSMUSG00000040584,P21447
ENSMUSG00000027447,P21460
ENSMUSG00000060600,P21550
ENSMUSG00000072115,P21570
ENSMUSG00000035540,P21614
ENSMUSG00000062075,P21619
ENSMUSG00000030605,P21956
ENSMUSG00000037321,P21958
ENSMUSG00000037820,P21981
ENSMUSG00000021728,P21995
ENSMUSG00000029556,P22361
ENSMUSG00000032508,P22366
ENSMUSG00000047250,P22437
ENSMUSG00000026034,P22518
ENSMUSG00000071178,P22599
ENSMUSG00000034342,P22682
ENSMUSG00000021994,P22725
ENSMUSG00000031731,P22892
ENSMUSG00000032126,P22907
ENSMUSG00000024991,P23116
ENSMUSG00000050953,P23242
ENSMUSG00000002227,P23249
ENSMUSG00000021108,P23298
ENSMUSG00000022570,P23591
ENSMUSG00000041515,P23611
ENSMUSG00000023994,P23708
ENSMUSG00000115906,P23708
ENSMUSG00000045594,P23780
ENSMUSG00000018537,P23798
ENSMUSG00000001604,P23881
ENSMUSG00000031627,P23906
ENSMUSG00000032060,P23927
ENSMUSG00000045817,P23949
ENSMUSG00000057400,P23953
ENSMUSG00000030830,P24063
ENSMUSG00000027187,P24270
ENSMUSG00000032383,P24369
ENSMUSG00000094806,P24456
ENSMUSG00000032348,P24472
ENSMUSG00000015889,P24527
ENSMUSG00000062867,P24547
ENSMUSG00000053279,P24549
ENSMUSG00000002103,P24638
ENSMUSG00000007458,P24668
ENSMUSG00000029062,P24788
ENSMUSG00000041431,P24860
ENSMUSG00000026981,P25085
ENSMUSG00000041859,P25206
ENSMUSG00000070348,P25322
ENSMUSG00000026565,P25425
ENSMUSG00000044533,P25444
ENSMUSG00000028163,P25799
ENSMUSG00000028465,P26039
ENSMUSG00000052397,P26040
ENSMUSG00000031207,P26041
ENSMUSG00000032050,P26043
ENSMUSG00000062410,P26150
ENSMUSG00000015947,P26151
ENSMUSG00000037815,P26231
ENSMUSG00000109764,P26262
ENSMUSG00000021194,P26339
ENSMUSG00000026238,P26350
ENSMUSG00000030435,P26369
ENSMUSG00000021794,P26443
ENSMUSG00000041417,P26450
ENSMUSG00000039067,P26516
ENSMUSG00000029231,P26618
ENSMUSG00000068739,P26638
ENSMUSG00000069662,P26645
ENSMUSG00000032966,P26883
ENSMUSG00000068758,P26952
ENSMUSG00000056054,P27005
ENSMUSG00000024085,P27046
ENSMUSG00000027404,P27048
ENSMUSG00000017652,P27512
ENSMUSG00000032479,P27546
ENSMUSG00000000149,P27600
ENSMUSG00000020611,P27601
ENSMUSG00000028577,P27612
ENSMUSG00000026187,P27641
ENSMUSG00000060036,P27659
ENSMUSG00000027248,P27773
ENSMUSG00000018927,P27784
ENSMUSG00000020346,P27808
ENSMUSG00000034116,P27870
ENSMUSG00000020679,P27889
ENSMUSG00000002413,P28028
ENSMUSG00000056501,P28033
ENSMUSG00000024338,P28063
ENSMUSG00000028405,P28271
ENSMUSG00000040314,P28293
ENSMUSG00000024529,P28301
ENSMUSG00000035960,P28352
ENSMUSG00000028138,P28474
ENSMUSG00000028542,P28571
ENSMUSG00000059436,P28574
ENSMUSG00000011148,P28650
ENSMUSG00000041261,P28651
ENSMUSG00000031375,P28653
ENSMUSG00000019929,P28654
ENSMUSG00000058799,P28656
ENSMUSG00000016541,P28658
ENSMUSG00000005506,P28659
ENSMUSG00000110883,P28659
ENSMUSG00000027002,P28660
ENSMUSG00000020486,P28661
ENSMUSG00000059908,P28665
ENSMUSG00000047945,P28667
ENSMUSG00000015846,P28700
ENSMUSG00000021693,P28740
ENSMUSG00000018395,P28741
ENSMUSG00000031551,P28776
ENSMUSG00000033278,P28828
ENSMUSG00000021948,P28867
ENSMUSG00000014767,P29037
ENSMUSG00000019997,P29268
ENSMUSG00000022283,P29341
ENSMUSG00000004266,P29351
ENSMUSG00000027669,P29387
ENSMUSG00000025232,P29416
ENSMUSG00000025888,P29452
ENSMUSG00000020826,P29477
ENSMUSG00000027962,P29533
ENSMUSG00000029863,P29594
ENSMUSG00000066361,P29621
ENSMUSG00000022868,P29699
ENSMUSG00000030934,P29758
ENSMUSG00000017344,P29788
ENSMUSG00000025934,P30115
ENSMUSG00000025044,P30204
ENSMUSG00000000308,P30275
ENSMUSG00000000184,P30280
ENSMUSG00000006728,P30285
ENSMUSG00000060063,P30355
ENSMUSG00000024538,P30412
ENSMUSG00000032525,P30415
ENSMUSG00000030357,P30416
ENSMUSG00000025577,P30658
ENSMUSG00000024697,P30677
ENSMUSG00000054717,P30681
ENSMUSG00000017004,P30933
ENSMUSG00000101645,P30999
ENSMUSG00000034101,P30999
ENSMUSG00000026208,P31001
ENSMUSG00000039191,P31266
ENSMUSG00000002997,P31324
ENSMUSG00000019278,P31428
ENSMUSG00000056071,P31725
ENSMUSG00000001729,P31750
ENSMUSG00000026385,P31786
ENSMUSG00000074272,P31809
ENSMUSG00000004936,P31938
ENSMUSG00000018774,P31996
ENSMUSG00000028603,P32020
ENSMUSG00000003153,P32037
ENSMUSG00000068882,P32067
ENSMUSG00000020457,P32233
ENSMUSG00000026715,P32261
ENSMUSG00000024798,P32304
ENSMUSG00000062300,P32507
ENSMUSG00000030265,P32883
ENSMUSG00000021266,P32921
ENSMUSG00000034311,P33174
ENSMUSG00000019988,P33215
ENSMUSG00000052974,P33267
ENSMUSG00000031740,P33434
ENSMUSG00000050578,P33435
ENSMUSG00000006678,P33609
ENSMUSG00000026134,P33610
ENSMUSG00000024833,P33611
ENSMUSG00000005732,P34022
ENSMUSG00000099164,P34022
ENSMUSG00000022607,P34152
ENSMUSG00000033307,P34884
ENSMUSG00000022040,P34914
ENSMUSG00000040564,P34928
ENSMUSG00000032612,P35123
ENSMUSG00000071356,P35230
ENSMUSG00000043733,P35235
ENSMUSG00000019066,P35276
ENSMUSG00000019173,P35278
ENSMUSG00000020132,P35282
ENSMUSG00000023460,P35283
ENSMUSG00000027519,P35285
ENSMUSG00000034789,P35290
ENSMUSG00000026304,P35292
ENSMUSG00000073639,P35293
ENSMUSG00000029923,P35294
ENSMUSG00000006221,P35385
ENSMUSG00000046223,P35456
ENSMUSG00000034634,P35459
ENSMUSG00000022582,P35461
ENSMUSG00000031299,P35486
ENSMUSG00000030630,P35505
ENSMUSG00000046865,P35550
ENSMUSG00000020368,P35564
ENSMUSG00000035451,P35582
ENSMUSG00000040891,P35584
ENSMUSG00000003033,P35585
ENSMUSG00000028691,P35700
ENSMUSG00000038379,P35761
ENSMUSG00000037706,P35762
ENSMUSG00000027540,P35821
ENSMUSG00000019889,P35822
ENSMUSG00000028771,P35831
ENSMUSG00000032193,P35951
ENSMUSG00000038900,P35979
ENSMUSG00000059070,P35980
ENSMUSG00000031264,P35991
ENSMUSG00000024339,P36371
ENSMUSG00000029925,P36423
ENSMUSG00000022742,P36552
ENSMUSG00000024429,P36916
ENSMUSG00000061130,P36993
ENSMUSG00000005514,P37040
ENSMUSG00000026836,P37172
ENSMUSG00000032085,P37804
ENSMUSG00000028672,P38060
ENSMUSG00000024359,P38647
ENSMUSG00000037780,P39039
ENSMUSG00000026825,P39053
ENSMUSG00000033335,P39054
ENSMUSG00000001435,P39061
ENSMUSG00000056073,P39087
ENSMUSG00000008763,P39098
ENSMUSG00000026942,P39429
ENSMUSG00000018924,P39654
ENSMUSG00000000320,P39655
ENSMUSG00000023067,P39689
ENSMUSG00000020044,P39876
ENSMUSG00000028656,P40124
ENSMUSG00000021957,P40142
ENSMUSG00000023852,P40201
ENSMUSG00000027215,P40237
ENSMUSG00000030342,P40240
ENSMUSG00000020078,P40336
ENSMUSG00000033933,P40338
ENSMUSG00000003923,P40630
ENSMUSG00000030432,P41105
ENSMUSG00000022508,P41183
ENSMUSG00000018796,P41216
ENSMUSG00000025332,P41230
ENSMUSG00000015243,P41233
ENSMUSG00000032312,P41241
ENSMUSG00000017737,P41245
ENSMUSG00000001436,P41438
ENSMUSG00000025351,P41731
ENSMUSG00000024132,P42125
ENSMUSG00000056493,P42128
ENSMUSG00000026276,P42208
ENSMUSG00000116048,P42208
ENSMUSG00000000486,P42209
ENSMUSG00000004040,P42227
ENSMUSG00000004043,P42230
ENSMUSG00000020919,P42232
ENSMUSG00000027665,P42337
ENSMUSG00000028552,P42567
ENSMUSG00000043991,P42669
ENSMUSG00000025613,P42932
ENSMUSG00000030551,P43135
ENSMUSG00000059654,P43137
ENSMUSG00000029646,P43241
ENSMUSG00000024151,P43247
ENSMUSG00000051627,P43274
ENSMUSG00000049539,P43275
ENSMUSG00000058773,P43276
ENSMUSG00000029366,P43346
ENSMUSG00000026117,P43404
ENSMUSG00000027087,P43406
ENSMUSG00000028494,P43883
ENSMUSG00000001642,P45376
ENSMUSG00000029762,P45377
ENSMUSG00000062929,P45591
ENSMUSG00000003746,P45700
ENSMUSG00000056629,P45878
ENSMUSG00000062908,P45952
ENSMUSG00000022391,P46061
ENSMUSG00000018339,P46412
ENSMUSG00000003031,P46414
ENSMUSG00000034187,P46460
ENSMUSG00000009907,P46467
ENSMUSG00000077450,P46638
ENSMUSG00000032051,P46656
ENSMUSG00000015961,P46664
ENSMUSG00000018417,P46735
ENSMUSG00000031201,P46737
ENSMUSG00000032216,P46935
ENSMUSG00000053110,P46938
ENSMUSG00000032116,P46978
ENSMUSG00000028199,P47199
ENSMUSG00000056220,P47713
ENSMUSG00000029455,P47738
ENSMUSG00000010025,P47740
ENSMUSG00000015733,P47754
ENSMUSG00000031584,P47791
ENSMUSG00000033352,P47809
ENSMUSG00000053436,P47811
ENSMUSG00000029992,P47856
ENSMUSG00000033065,P47857
ENSMUSG00000004371,P47873
ENSMUSG00000020429,P47876
ENSMUSG00000017493,P47879
ENSMUSG00000029614,P47911
ENSMUSG00000048758,P47915
ENSMUSG00000029135,P47930
ENSMUSG00000026853,P47934
ENSMUSG00000006134,P47941
ENSMUSG00000007892,P47955
ENSMUSG00000058558,P47962
ENSMUSG00000000740,P47963
ENSMUSG00000053604,P47968
ENSMUSG00000021457,P48025
ENSMUSG00000027712,P48036
ENSMUSG00000028906,P48193
ENSMUSG00000022479,P48281
ENSMUSG00000031706,P48377
ENSMUSG00000040929,P48381
ENSMUSG00000031378,P48410
ENSMUSG00000042043,P48428
ENSMUSG00000010175,P48437
ENSMUSG00000021816,P48453
ENSMUSG00000028063,P48678
ENSMUSG00000025757,P48722
ENSMUSG00000115951,P48722
ENSMUSG00000051483,P48758
ENSMUSG00000032330,P48771
ENSMUSG00000004032,P48774
ENSMUSG00000035458,P48787
ENSMUSG00000031633,P48962
ENSMUSG00000025701,P48999
ENSMUSG00000021501,P49070
ENSMUSG00000005893,P49117
ENSMUSG00000024382,P49135
ENSMUSG00000016528,P49138
ENSMUSG00000022766,P49182
ENSMUSG00000023030,P49282
ENSMUSG00000052234,P49290
ENSMUSG00000046434,P49312
ENSMUSG00000026102,P49442
ENSMUSG00000021096,P49443
ENSMUSG00000041836,P49446
ENSMUSG00000029253,P49452
ENSMUSG00000005615,P49586
ENSMUSG00000028969,P49615
ENSMUSG00000017950,P49698
ENSMUSG00000022831,P49710
ENSMUSG00000022673,P49717
ENSMUSG00000015671,P49722
ENSMUSG00000019969,P49769
ENSMUSG00000007655,P49817
ENSMUSG00000032359,P49935
ENSMUSG00000026511,P49962
ENSMUSG00000003500,P50096
ENSMUSG00000073422,P50171
ENSMUSG00000016194,P50172
ENSMUSG00000029371,P50228
ENSMUSG00000048087,P50247
ENSMUSG00000027597,P50247
ENSMUSG00000030339,P50284
ENSMUSG00000051147,P50295
ENSMUSG00000015291,P50396
ENSMUSG00000020534,P50431
ENSMUSG00000058354,P50446
ENSMUSG00000030470,P50462
ENSMUSG00000052459,P50516
ENSMUSG00000019210,P50518
ENSMUSG00000027907,P50543
ENSMUSG00000018574,P50544
ENSMUSG00000025364,P50580
ENSMUSG00000041736,P50637
ENSMUSG00000026414,P50752
ENSMUSG00000021585,P51125
ENSMUSG00000079477,P51150
ENSMUSG00000020405,P51162
ENSMUSG00000030979,P51163
ENSMUSG00000062729,P51175
ENSMUSG00000047215,P51410
ENSMUSG00000024960,P51432
ENSMUSG00000038357,P51437
ENSMUSG00000030094,P51612
ENSMUSG00000031119,P51655
ENSMUSG00000031844,P51658
ENSMUSG00000024507,P51660
ENSMUSG00000031891,P51661
ENSMUSG00000013936,P51667
ENSMUSG00000025804,P51675
ENSMUSG00000004319,P51791
ENSMUSG00000092074,P51807
ENSMUSG00000096255,P51807
ENSMUSG00000000579,P51807
ENSMUSG00000095677,P51807
ENSMUSG00000005580,P51830
ENSMUSG00000027610,P51855
ENSMUSG00000004897,P51859
ENSMUSG00000013160,P51863
ENSMUSG00000016319,P51881
ENSMUSG00000036446,P51885
ENSMUSG00000024935,P51906
ENSMUSG00000040613,P51908
ENSMUSG00000022548,P51910
ENSMUSG00000027715,P51943
ENSMUSG00000021103,P51949
ENSMUSG00000022351,P52019
ENSMUSG00000044986,P52196
ENSMUSG00000018362,P52293
ENSMUSG00000066878,P52293
ENSMUSG00000002588,P52430
ENSMUSG00000038644,P52431
ENSMUSG00000067148,P52432
ENSMUSG00000032294,P52480
ENSMUSG00000021774,P52482
ENSMUSG00000027011,P52483
ENSMUSG00000021606,P52503
ENSMUSG00000020407,P52624
ENSMUSG00000002147,P52633
ENSMUSG00000022323,P52760
ENSMUSG00000024682,P52787
ENSMUSG00000031217,P52795
ENSMUSG00000001300,P52800
ENSMUSG00000028607,P52825
ENSMUSG00000029234,P52875
ENSMUSG00000071337,P52912
ENSMUSG00000056758,P52927
ENSMUSG00000000340,P53395
ENSMUSG00000038975,P53612
ENSMUSG00000000957,P53690
ENSMUSG00000031352,P53702
ENSMUSG00000015522,P53762
ENSMUSG00000021273,P53798
ENSMUSG00000017781,P53810
ENSMUSG00000050017,P53811
ENSMUSG00000032902,P53986
ENSMUSG00000047187,P53994
ENSMUSG00000014355,P53995
ENSMUSG00000030057,P53996
ENSMUSG00000030541,P54071
ENSMUSG00000029014,P54103
ENSMUSG00000026880,P54116
ENSMUSG00000028832,P54227
ENSMUSG00000046876,P54254
ENSMUSG00000030409,P54265
ENSMUSG00000005370,P54276
ENSMUSG00000003123,P54310
ENSMUSG00000029675,P54320
ENSMUSG00000003813,P54726
ENSMUSG00000028426,P54728
ENSMUSG00000028954,P54729
ENSMUSG00000010517,P54731
ENSMUSG00000013846,P54751
ENSMUSG00000005958,P54754
ENSMUSG00000029710,P54761
ENSMUSG00000028664,P54763
ENSMUSG00000030603,P54775
ENSMUSG00000022407,P54822
ENSMUSG00000032097,P54823
ENSMUSG00000030854,P54830
ENSMUSG00000027875,P54869
ENSMUSG00000002844,P54923
ENSMUSG00000023057,P55050
ENSMUSG00000017754,P55065
ENSMUSG00000000394,P55095
ENSMUSG00000028127,P55096
ENSMUSG00000002384,P55105
ENSMUSG00000002028,P55200
ENSMUSG00000003037,P55258
ENSMUSG00000039197,P55264
ENSMUSG00000031871,P55284
ENSMUSG00000031673,P55288
ENSMUSG00000024331,P55292
ENSMUSG00000029103,P55302
ENSMUSG00000048120,P55772
ENSMUSG00000038690,P56135
ENSMUSG00000061032,P56183
ENSMUSG00000007656,P56212
ENSMUSG00000040888,P56213
ENSMUSG00000008822,P56376
ENSMUSG00000021290,P56379
ENSMUSG00000028443,P56380
ENSMUSG00000016252,P56382
ENSMUSG00000031176,P56387
ENSMUSG00000028755,P56389
ENSMUSG00000062248,P56390
ENSMUSG00000036751,P56391
ENSMUSG00000024646,P56395
ENSMUSG00000038429,P56399
ENSMUSG00000029771,P56477
ENSMUSG00000025393,P56480
ENSMUSG00000042262,P56484
ENSMUSG00000029084,P56528
ENSMUSG00000003812,P56542
ENSMUSG00000030970,P56546
ENSMUSG00000034674,P56581
ENSMUSG00000031995,P56677
ENSMUSG00000039474,P56695
ENSMUSG00000030417,P56812
ENSMUSG00000079478,P56873
ENSMUSG00000030795,P56959
ENSMUSG00000017264,P56960
ENSMUSG00000041782,P57016
ENSMUSG00000022867,P57080
ENSMUSG00000003458,P57716
ENSMUSG00000001120,P57722
ENSMUSG00000021114,P57746
ENSMUSG00000029616,P57759
ENSMUSG00000054808,P57780
ENSMUSG00000030512,P57784
ENSMUSG00000025161,P57787
ENSMUSG00000025544,P58021
ENSMUSG00000034205,P58022
ENSMUSG00000029063,P58058
ENSMUSG00000054312,P58059
ENSMUSG00000039680,P58064
ENSMUSG00000032413,P58069
ENSMUSG00000017307,P58137
ENSMUSG00000028885,P58242
ENSMUSG00000034994,P58252
ENSMUSG00000038084,P58281
ENSMUSG00000039515,P58389
ENSMUSG00000030374,P58404
ENSMUSG00000030067,P58462
ENSMUSG00000047409,P58465
ENSMUSG00000032977,P58468
ENSMUSG00000022974,P58501
ENSMUSG00000033170,P58660
ENSMUSG00000036678,P58742
ENSMUSG00000032366,P58771
ENSMUSG00000041135,P58801
ENSMUSG00000034412,P58802
ENSMUSG00000000759,P58854
ENSMUSG00000033955,P58871
ENSMUSG00000038705,P58929
ENSMUSG00000030534,P59016
ENSMUSG00000009112,P59017
ENSMUSG00000034361,P59108
ENSMUSG00000033075,P59110
ENSMUSG00000027356,P59113
ENSMUSG00000039849,P59114
ENSMUSG00000040034,P59235
ENSMUSG00000116037,P59235
ENSMUSG00000022159,P59279
ENSMUSG00000021282,P59325
ENSMUSG00000038848,P59326
ENSMUSG00000037572,P59328
ENSMUSG00000014418,P59438
ENSMUSG00000034453,P59470
ENSMUSG00000034570,P59644
ENSMUSG00000024219,P59672
ENSMUSG00000037361,P59708
ENSMUSG00000035954,P59764
ENSMUSG00000051285,P59913
ENSMUSG00000034748,P59941
ENSMUSG00000079426,P59999
ENSMUSG00000013822,P60003
ENSMUSG00000030649,P60007
ENSMUSG00000004366,P60041
ENSMUSG00000078974,P60060
ENSMUSG00000030079,P60122
ENSMUSG00000022336,P60229
ENSMUSG00000058290,P60330
ENSMUSG00000051695,P60335
ENSMUSG00000031950,P60521
ENSMUSG00000009293,P60605
ENSMUSG00000039703,P60670
ENSMUSG00000029580,P60710
ENSMUSG00000006699,P60766
ENSMUSG00000045193,P60824
ENSMUSG00000038619,P60840
ENSMUSG00000059796,P60843
ENSMUSG00000028234,P60867
ENSMUSG00000027273,P60879
ENSMUSG00000019738,P60898
ENSMUSG00000000826,P60904
ENSMUSG00000000711,P61021
ENSMUSG00000014077,P61022
ENSMUSG00000028044,P61025
ENSMUSG00000020671,P61027
ENSMUSG00000036943,P61028
ENSMUSG00000078578,P61079
ENSMUSG00000005575,P61082
ENSMUSG00000029203,P61087
ENSMUSG00000074781,P61089
ENSMUSG00000036840,P61092
ENSMUSG00000020152,P61161
ENSMUSG00000025228,P61164
ENSMUSG00000027206,P61202
ENSMUSG00000051853,P61205
ENSMUSG00000060904,P61211
ENSMUSG00000033020,P61219
ENSMUSG00000058355,P61222
ENSMUSG00000036894,P61226
ENSMUSG00000060938,P61255
ENSMUSG00000078652,P61290
ENSMUSG00000028609,P61327
ENSMUSG00000063316,P61358
ENSMUSG00000073640,P61358
ENSMUSG00000038290,P61406
ENSMUSG00000020098,P61458
ENSMUSG00000046330,P61514
ENSMUSG00000002728,P61600
ENSMUSG00000030082,P61620
ENSMUSG00000021877,P61750
ENSMUSG00000115861,P61750
ENSMUSG00000031197,P61759
ENSMUSG00000022174,P61804
ENSMUSG00000057880,P61922
ENSMUSG00000060992,P61924
ENSMUSG00000020738,P61957
ENSMUSG00000027746,P61961
ENSMUSG00000049354,P61963
ENSMUSG00000026917,P61965
ENSMUSG00000004849,P61967
ENSMUSG00000008450,P61971
ENSMUSG00000071497,P61971
ENSMUSG00000051391,P61982
ENSMUSG00000068015,P62046
ENSMUSG00000027076,P62073
ENSMUSG00000020219,P62075
ENSMUSG00000039016,P62077
ENSMUSG00000061477,P62082
ENSMUSG00000040385,P62137
ENSMUSG00000096994,P62137
ENSMUSG00000014956,P62141
ENSMUSG00000021178,P62192
ENSMUSG00000020708,P62196
ENSMUSG00000047675,P62242
ENSMUSG00000008683,P62245
ENSMUSG00000020794,P62254
ENSMUSG00000039159,P62257
ENSMUSG00000020849,P62259
ENSMUSG00000024608,P62264
ENSMUSG00000049517,P62267
ENSMUSG00000008668,P62270
ENSMUSG00000034892,P62274
ENSMUSG00000003429,P62281
ENSMUSG00000090862,P62301
ENSMUSG00000090553,P62305
ENSMUSG00000020018,P62307
ENSMUSG00000057278,P62309
ENSMUSG00000049124,P62309
ENSMUSG00000034192,P62311
ENSMUSG00000031683,P62313
ENSMUSG00000002477,P62315
ENSMUSG00000040824,P62317
ENSMUSG00000020180,P62320
ENSMUSG00000044147,P62331
ENSMUSG00000021832,P62334
ENSMUSG00000071359,P62340
ENSMUSG00000075700,P62342
ENSMUSG00000028931,P62482
ENSMUSG00000071662,P62488
ENSMUSG00000004771,P62492
ENSMUSG00000022010,P62500
ENSMUSG00000047459,P62627
ENSMUSG00000016349,P62631
ENSMUSG00000039770,P62700
ENSMUSG00000031320,P62702
ENSMUSG00000009630,P62715
ENSMUSG00000045128,P62717
ENSMUSG00000035783,P62737
ENSMUSG00000008036,P62743
ENSMUSG00000054364,P62746
ENSMUSG00000071379,P62748
ENSMUSG00000058546,P62751
ENSMUSG00000028495,P62754
ENSMUSG00000029840,P62774
ENSMUSG00000067455,P62806
ENSMUSG00000091405,P62806
ENSMUSG00000064288,P62806
ENSMUSG00000060981,P62806
ENSMUSG00000069306,P62806
ENSMUSG00000069305,P62806
ENSMUSG00000069274,P62806
ENSMUSG00000061482,P62806
ENSMUSG00000060678,P62806
ENSMUSG00000069266,P62806
ENSMUSG00000060093,P62806
ENSMUSG00000060639,P62806
ENSMUSG00000096010,P62806
ENSMUSG00000006273,P62814
ENSMUSG00000020149,P62821
ENSMUSG00000029430,P62827
ENSMUSG00000071415,P62830
ENSMUSG00000068798,P62835
ENSMUSG00000063457,P62843
ENSMUSG00000025290,P62849
ENSMUSG00000009927,P62852
ENSMUSG00000025362,P62855
ENSMUSG00000067288,P62858
ENSMUSG00000055839,P62869
ENSMUSG00000029064,P62874
ENSMUSG00000029713,P62880
ENSMUSG00000058600,P62889
ENSMUSG00000079641,P62892
ENSMUSG00000063694,P62897
ENSMUSG00000058927,P62897
ENSMUSG00000073702,P62900
ENSMUSG00000030744,P62908
ENSMUSG00000057841,P62911
ENSMUSG00000028271,P62915
ENSMUSG00000003970,P62918
ENSMUSG00000028639,P62960
ENSMUSG00000018293,P62962
ENSMUSG00000020460,P62983
ENSMUSG00000022858,P62996
ENSMUSG00000001847,P63001
ENSMUSG00000054452,P63002
ENSMUSG00000020745,P63005
ENSMUSG00000015656,P63017
ENSMUSG00000028955,P63024
ENSMUSG00000060126,P63028
ENSMUSG00000023861,P63030
ENSMUSG00000003269,P63034
ENSMUSG00000028410,P63037
ENSMUSG00000025980,P63038
ENSMUSG00000020894,P63044
ENSMUSG00000028156,P63073
ENSMUSG00000024121,P63082
ENSMUSG00000063358,P63085
ENSMUSG00000004455,P63087
ENSMUSG00000027523,P63094
ENSMUSG00000022285,P63101
ENSMUSG00000020248,P63139
ENSMUSG00000020390,P63147
ENSMUSG00000001767,P63154
ENSMUSG00000066551,P63158
ENSMUSG00000026021,P63166
ENSMUSG00000009013,P63168
ENSMUSG00000043004,P63213
ENSMUSG00000078812,P63242
ENSMUSG00000006360,P63254
ENSMUSG00000020485,P63271
ENSMUSG00000061787,P63276
ENSMUSG00000015120,P63280
ENSMUSG00000008859,P63321
ENSMUSG00000052146,P63325
ENSMUSG00000020349,P63330
ENSMUSG00000038845,P67778
ENSMUSG00000024387,P67871
ENSMUSG00000028936,P67984
ENSMUSG00000038965,P68037
ENSMUSG00000020372,P68040
ENSMUSG00000005034,P68181
ENSMUSG00000076432,P68254
ENSMUSG00000026202,P68368
ENSMUSG00000036752,P68372
ENSMUSG00000043091,P68373
ENSMUSG00000018965,P68510
ENSMUSG00000038546,P69566
ENSMUSG00000025337,P70122
ENSMUSG00000067006,P70124
ENSMUSG00000019872,P70158
ENSMUSG00000001440,P70168
ENSMUSG00000000881,P70175
ENSMUSG00000026585,P70188
ENSMUSG00000030029,P70193
ENSMUSG00000026750,P70195
ENSMUSG00000027164,P70196
ENSMUSG00000047557,P70202
ENSMUSG00000030084,P70206
ENSMUSG00000026640,P70207
ENSMUSG00000002249,P70210
ENSMUSG00000070583,P70213
ENSMUSG00000037337,P70218
ENSMUSG00000042644,P70227
ENSMUSG00000030077,P70232
ENSMUSG00000020623,P70236
